,user_id,month_year,amount
65,026e7549-fd37-729e-86be-49572e1a901c,2020-03,6079
66,027752fe-61f6-8c6e-689c-0559bf4fa4a3,2020-01,8436
67,027752fe-61f6-8c6e-689c-0559bf4fa4a3,2020-02,20276
68,027752fe-61f6-8c6e-689c-0559bf4fa4a3,2020-03,3935
69,028b4601-c928-eb58-4b24-de88a308406d,2020-01,38380
70,028b4601-c928-eb58-4b24-de88a308406d,2020-02,12222
71,028b4601-c928-eb58-4b24-de88a308406d,2020-03,16828
72,02a8c33b-0af1-d4ed-0a44-36bc8224a1c8,2020-01,8480
73,02a8c33b-0af1-d4ed-0a44-36bc8224a1c8,2020-02,19495
74,02a8c33b-0af1-d4ed-0a44-36bc8224a1c8,2020-03,4898
75,02c336a0-64b3-191b-d929-12440dc513b6,2020-01,23562
76,02c336a0-64b3-191b-d929-12440dc513b6,2020-02,16949
77,02c336a0-64b3-191b-d929-12440dc513b6,2020-03,12274
78,02cbc304-90d0-6d0f-4fe2-45b6cc4e0460,2020-01,5042
79,02ce965d-352c-08a4-82b2-a2ae2b950753,2020-01,9917
80,02ce965d-352c-08a4-82b2-a2ae2b950753,2020-02,23245
81,02ce965d-352c-08a4-82b2-a2ae2b950753,2020-03,2890
82,033f692f-ad9d-81e7-0685-e760530d9dac,2020-01,4224
83,033f692f-ad9d-81e7-0685-e760530d9dac,2020-02,11683
84,033f692f-ad9d-81e7-0685-e760530d9dac,2020-03,2482
85,0361524c-2cc0-f859-aa65-24ab713b7e05,2020-01,9155
86,0361524c-2cc0-f859-aa65-24ab713b7e05,2020-02,12251
87,0361524c-2cc0-f859-aa65-24ab713b7e05,2020-03,6762
88,03622744-2eb5-77f3-b459-4714a263e403,2020-01,14511
89,03622744-2eb5-77f3-b459-4714a263e403,2020-02,3540
90,03622744-2eb5-77f3-b459-4714a263e403,2020-03,26453
91,037d4e96-8504-8d9b-89a2-d95447914603,2020-01,40303
92,037d4e96-8504-8d9b-89a2-d95447914603,2020-02,26514
93,037d4e96-8504-8d9b-89a2-d95447914603,2020-03,15383
94,039d60ba-9c99-3735-15a6-52a708fce7af,2020-01,167803
95,039d60ba-9c99-3735-15a6-52a708fce7af,2020-02,13488
96,039d60ba-9c99-3735-15a6-52a708fce7af,2020-03,8862
97,03a5fab2-a04d-1ed4-7e56-ed9f507de9cf,2020-01,2963
98,03a5fab2-a04d-1ed4-7e56-ed9f507de9cf,2020-02,8456
99,03a5fab2-a04d-1ed4-7e56-ed9f507de9cf,2020-03,3749
100,03a7590a-b25c-c9a3-edbc-59fe47c2e637,2020-01,14596
101,03a7590a-b25c-c9a3-edbc-59fe47c2e637,2020-02,18049
102,03a7590a-b25c-c9a3-edbc-59fe47c2e637,2020-03,2702
103,03aa88ef-0678-03d5-d805-3e4845aff4b8,2020-01,3764
104,03aa88ef-0678-03d5-d805-3e4845aff4b8,2020-02,9353
105,03aa88ef-0678-03d5-d805-3e4845aff4b8,2020-03,1413
106,03aca477-4254-efad-6bb7-4d12b350b84b,2020-01,5228
107,03b5cdd7-b367-f684-6d76-fa6341761cbe,2020-01,26055
108,03b5cdd7-b367-f684-6d76-fa6341761cbe,2020-02,11528
109,03b5cdd7-b367-f684-6d76-fa6341761cbe,2020-03,7054
110,03c54c71-fca0-5536-2169-df82b9bdee2d,2020-01,7502
111,03c54c71-fca0-5536-2169-df82b9bdee2d,2020-02,43699
112,03c54c71-fca0-5536-2169-df82b9bdee2d,2020-03,1198
113,03d03575-54bb-58bd-4e8b-1b517a0cd3b5,2020-01,20048
114,03d03575-54bb-58bd-4e8b-1b517a0cd3b5,2020-02,17926
115,03d03575-54bb-58bd-4e8b-1b517a0cd3b5,2020-03,6242
116,03d820d3-a3aa-1c06-b050-c7df142fa639,2020-01,22218
117,03d820d3-a3aa-1c06-b050-c7df142fa639,2020-02,9435
118,03d820d3-a3aa-1c06-b050-c7df142fa639,2020-03,13208
119,03f9c3a3-5fb1-a0dd-34fe-f75045709961,2020-01,28810
120,03f9c3a3-5fb1-a0dd-34fe-f75045709961,2020-02,7472
121,03f9c3a3-5fb1-a0dd-34fe-f75045709961,2020-03,36050
122,042506df-e159-eeab-6b52-f0583a7fe1b3,2020-01,18286
123,042506df-e159-eeab-6b52-f0583a7fe1b3,2020-02,8184
124,042506df-e159-eeab-6b52-f0583a7fe1b3,2020-03,6432
125,04640385-3e14-6555-b323-2c2a52428b6a,2020-01,18616
126,04640385-3e14-6555-b323-2c2a52428b6a,2020-02,18088
127,04640385-3e14-6555-b323-2c2a52428b6a,2020-03,11581
128,047cd56e-fd6c-c364-8191-cbeb175bf448,2020-01,12829
129,047cd56e-fd6c-c364-8191-cbeb175bf448,2020-02,40277
130,047cd56e-fd6c-c364-8191-cbeb175bf448,2020-03,6776
131,0482d7b1-0b5b-e161-deda-995b78c0aefd,2020-01,33578
132,0482d7b1-0b5b-e161-deda-995b78c0aefd,2020-02,33389
133,0482d7b1-0b5b-e161-deda-995b78c0aefd,2020-03,21797
134,0487ff4a-7967-3ae8-d12e-368d633344fb,2020-01,36194
135,0487ff4a-7967-3ae8-d12e-368d633344fb,2020-02,35331
136,0487ff4a-7967-3ae8-d12e-368d633344fb,2020-03,16632
137,049167c9-b519-2f8e-85f8-7f5c71347c31,2020-01,6679
138,049167c9-b519-2f8e-85f8-7f5c71347c31,2020-02,23476
139,049167c9-b519-2f8e-85f8-7f5c71347c31,2020-03,8775
140,04c8ead7-5bf3-8980-bf15-e8a5b5812f88,2020-01,6905
141,04c8ead7-5bf3-8980-bf15-e8a5b5812f88,2020-02,9074
142,04c8ead7-5bf3-8980-bf15-e8a5b5812f88,2020-03,3174
143,04e93690-0b4e-3fdc-4907-68b00530aee3,2020-01,18600
144,04e93690-0b4e-3fdc-4907-68b00530aee3,2020-02,14650
145,04e93690-0b4e-3fdc-4907-68b00530aee3,2020-03,6603
146,04ef5ca7-e196-1f7a-1d67-829c937a8c37,2020-01,33540
147,04ef5ca7-e196-1f7a-1d67-829c937a8c37,2020-02,13182
148,04ef5ca7-e196-1f7a-1d67-829c937a8c37,2020-03,18276
149,04f980a2-a168-07b0-ae2d-33bdb46c7a54,2020-01,7446
150,04f980a2-a168-07b0-ae2d-33bdb46c7a54,2020-02,19082
151,04f980a2-a168-07b0-ae2d-33bdb46c7a54,2020-03,6821
152,051266c2-d444-3d7f-595a-f0cfd16a2182,2020-01,24539
153,051266c2-d444-3d7f-595a-f0cfd16a2182,2020-02,26323
154,051266c2-d444-3d7f-595a-f0cfd16a2182,2020-03,1999
155,0534a252-a6d3-b6c4-7810-c0405cec2965,2020-01,3243
156,0534a252-a6d3-b6c4-7810-c0405cec2965,2020-02,11225
157,0534a252-a6d3-b6c4-7810-c0405cec2965,2020-03,3203
158,054961d6-0438-b3d4-a81b-3fe3fda48455,2020-01,17396
159,054961d6-0438-b3d4-a81b-3fe3fda48455,2020-02,16335
160,054961d6-0438-b3d4-a81b-3fe3fda48455,2020-03,4243
161,05c0826a-c67c-6d5a-4504-74442a6188b2,2020-01,4004
162,05c0826a-c67c-6d5a-4504-74442a6188b2,2020-02,5158
163,05c0826a-c67c-6d5a-4504-74442a6188b2,2020-03,10435
164,05d5859b-111e-6105-d0fb-1596b3deed9f,2020-01,35211
165,05d5859b-111e-6105-d0fb-1596b3deed9f,2020-02,15798
166,05d5859b-111e-6105-d0fb-1596b3deed9f,2020-03,11144
167,05dd1ef0-0806-38c9-4967-49fbb2e02961,2020-01,11847
168,05dd1ef0-0806-38c9-4967-49fbb2e02961,2020-02,12652
169,05dd1ef0-0806-38c9-4967-49fbb2e02961,2020-03,17737
170,05eae756-111a-f0c6-76be-813738d0b720,2020-01,3511
171,05eae756-111a-f0c6-76be-813738d0b720,2020-02,20769
172,05eae756-111a-f0c6-76be-813738d0b720,2020-03,18472
173,05eb09ba-a028-7d1e-2595-04cada6b236d,2020-01,38240
174,05eb09ba-a028-7d1e-2595-04cada6b236d,2020-02,42862
175,05eb09ba-a028-7d1e-2595-04cada6b236d,2020-03,29553
176,062fce1b-34ed-6821-7ae3-a848e79d67bc,2020-01,5700
177,062fce1b-34ed-6821-7ae3-a848e79d67bc,2020-02,11552
178,062fce1b-34ed-6821-7ae3-a848e79d67bc,2020-03,24989
179,0654f465-b311-d9c4-1d86-fd12c8359b91,2020-01,17297
180,0654f465-b311-d9c4-1d86-fd12c8359b91,2020-02,7152
181,0654f465-b311-d9c4-1d86-fd12c8359b91,2020-03,2826
182,066df3fe-8a07-3105-1547-0e5505adc80b,2020-01,30817
183,066df3fe-8a07-3105-1547-0e5505adc80b,2020-02,14747
184,066df3fe-8a07-3105-1547-0e5505adc80b,2020-03,3523
185,06714938-04fe-973d-261c-ec19fff83cec,2020-01,29909
186,06714938-04fe-973d-261c-ec19fff83cec,2020-02,9436
187,06714938-04fe-973d-261c-ec19fff83cec,2020-03,744
188,067fece7-f1ff-06dc-f45a-a79bd855fb35,2020-01,54634
189,067fece7-f1ff-06dc-f45a-a79bd855fb35,2020-02,91587
190,067fece7-f1ff-06dc-f45a-a79bd855fb35,2020-03,85232
191,06a8e22f-d57c-af0d-9db3-466d1ba6cc61,2020-01,7784
192,06a8e22f-d57c-af0d-9db3-466d1ba6cc61,2020-02,6328
193,06a8e22f-d57c-af0d-9db3-466d1ba6cc61,2020-03,4169
194,06f187c2-1805-9deb-c3b9-996fcfe36f57,2020-01,38366
195,06f187c2-1805-9deb-c3b9-996fcfe36f57,2020-02,61655
196,06f187c2-1805-9deb-c3b9-996fcfe36f57,2020-03,2434
197,0717eb47-3104-f7c5-f152-5077a7806577,2020-01,17835
198,0717eb47-3104-f7c5-f152-5077a7806577,2020-02,11848
199,0717eb47-3104-f7c5-f152-5077a7806577,2020-03,208
200,0726d44a-2152-03c7-421a-a15ef58c43ce,2020-01,24611
201,0726d44a-2152-03c7-421a-a15ef58c43ce,2020-02,3865
202,0726d44a-2152-03c7-421a-a15ef58c43ce,2020-03,5800
203,0777a678-3c89-7d01-483e-3b0c72e6ea7b,2020-01,9642
204,0777a678-3c89-7d01-483e-3b0c72e6ea7b,2020-02,15084
205,0777a678-3c89-7d01-483e-3b0c72e6ea7b,2020-03,3049
206,079720d1-63aa-09e3-6fdb-2d547d0dfcc6,2020-03,6760
207,079b2d72-86de-0552-d152-7d3846c4f1c4,2020-01,21043
208,079b2d72-86de-0552-d152-7d3846c4f1c4,2020-02,16286
209,079b2d72-86de-0552-d152-7d3846c4f1c4,2020-03,10006
210,07b52a8b-0af0-1e69-853a-91353ee2151b,2020-01,9262
211,07b52a8b-0af0-1e69-853a-91353ee2151b,2020-02,4797
212,07b52a8b-0af0-1e69-853a-91353ee2151b,2020-03,7722
213,07b62caf-fafd-260a-c544-0df00080c826,2020-01,24820
214,07b62caf-fafd-260a-c544-0df00080c826,2020-02,44591
215,07b62caf-fafd-260a-c544-0df00080c826,2020-03,15289
216,07d5e121-623a-35ae-7a31-a27cced4dd7c,2020-01,47679
217,07d5e121-623a-35ae-7a31-a27cced4dd7c,2020-02,73323
218,07d5e121-623a-35ae-7a31-a27cced4dd7c,2020-03,19757
219,07f819db-e8d7-025b-8a8b-c03efafd02b8,2020-01,10771
220,07f819db-e8d7-025b-8a8b-c03efafd02b8,2020-02,19065
221,07f819db-e8d7-025b-8a8b-c03efafd02b8,2020-03,8405
222,07fd4672-7c9d-68a5-a764-6631867eda2e,2020-01,23929
223,07fd4672-7c9d-68a5-a764-6631867eda2e,2020-02,30056
224,07fd4672-7c9d-68a5-a764-6631867eda2e,2020-03,4801
225,080ba0b1-bb47-b997-d4b3-e0f143173432,2020-01,227890
226,080ba0b1-bb47-b997-d4b3-e0f143173432,2020-02,9813
227,080ba0b1-bb47-b997-d4b3-e0f143173432,2020-03,5028
228,085d7943-eb63-d7ef-1540-654de644d4f4,2020-01,11752
229,085d7943-eb63-d7ef-1540-654de644d4f4,2020-02,14150
230,085d7943-eb63-d7ef-1540-654de644d4f4,2020-03,5704
231,0870e15c-2fcd-81b5-d24b-ace4307bf326,2020-01,49170
232,0870e15c-2fcd-81b5-d24b-ace4307bf326,2020-02,29951
233,088808b9-fc23-e8aa-9df1-ec81bc54eab3,2020-01,8400
234,088808b9-fc23-e8aa-9df1-ec81bc54eab3,2020-02,12652
235,088808b9-fc23-e8aa-9df1-ec81bc54eab3,2020-03,1740
236,08900b58-d75d-9659-2079-45e39329393d,2020-01,12057
237,08900b58-d75d-9659-2079-45e39329393d,2020-02,61878
238,08900b58-d75d-9659-2079-45e39329393d,2020-03,13016
239,089f059c-f6e6-8035-3612-12fe40dac72e,2020-01,33090
240,089f059c-f6e6-8035-3612-12fe40dac72e,2020-02,30564
241,089f059c-f6e6-8035-3612-12fe40dac72e,2020-03,13410
242,08b8427a-8a34-d6d4-8dc7-8aa722ee475c,2020-01,20768
243,08b8427a-8a34-d6d4-8dc7-8aa722ee475c,2020-02,18358
244,08b8427a-8a34-d6d4-8dc7-8aa722ee475c,2020-03,4848
245,08bee994-0814-34b9-77fb-38722edee8e6,2020-01,25070
246,08bee994-0814-34b9-77fb-38722edee8e6,2020-02,17327
247,08bee994-0814-34b9-77fb-38722edee8e6,2020-03,14711
248,08ccf199-2ed9-73d0-7846-ce9a623d110d,2020-01,22648
249,08ccf199-2ed9-73d0-7846-ce9a623d110d,2020-02,20730
250,08ccf199-2ed9-73d0-7846-ce9a623d110d,2020-03,14194
251,08db1e3e-915c-4259-bab2-d8ab2818e27a,2020-01,17908
252,08db1e3e-915c-4259-bab2-d8ab2818e27a,2020-02,23933
253,08db1e3e-915c-4259-bab2-d8ab2818e27a,2020-03,3109
254,08df6b19-7c3a-d037-20d5-c16e961139cf,2020-01,30427
255,08df6b19-7c3a-d037-20d5-c16e961139cf,2020-02,95006
256,08df6b19-7c3a-d037-20d5-c16e961139cf,2020-03,12324
257,08e2745c-f106-1c85-f87c-252130c4e2e6,2020-01,15242
258,08e2745c-f106-1c85-f87c-252130c4e2e6,2020-02,20412
259,08ffe28c-5926-0d4d-cc75-c775c02ff5f2,2020-01,21659
260,08ffe28c-5926-0d4d-cc75-c775c02ff5f2,2020-02,28085
261,08ffe28c-5926-0d4d-cc75-c775c02ff5f2,2020-03,5300
262,0907ca13-1511-a3f9-c46e-1738790b1990,2020-01,12179
263,0907ca13-1511-a3f9-c46e-1738790b1990,2020-02,12210
264,0907ca13-1511-a3f9-c46e-1738790b1990,2020-03,2600
265,09176692-6bc8-c0e3-af9c-64ef9806ba8f,2020-01,21518
266,09176692-6bc8-c0e3-af9c-64ef9806ba8f,2020-02,13242
267,09176692-6bc8-c0e3-af9c-64ef9806ba8f,2020-03,3331
268,091d5dc7-e584-02a4-7fbb-6e84b04e67ee,2020-01,44753
269,091d5dc7-e584-02a4-7fbb-6e84b04e67ee,2020-02,15364
270,091d5dc7-e584-02a4-7fbb-6e84b04e67ee,2020-03,25718
271,091eca72-0278-6963-79be-384524584b39,2020-01,38967
272,091eca72-0278-6963-79be-384524584b39,2020-02,16434
273,091eca72-0278-6963-79be-384524584b39,2020-03,12910
274,092770d2-86c5-6c45-79dd-6e7597a03443,2020-01,37942
275,092770d2-86c5-6c45-79dd-6e7597a03443,2020-02,125152
276,092770d2-86c5-6c45-79dd-6e7597a03443,2020-03,4496
277,093c656e-b5fa-b19e-4c38-38a24b44b4f9,2020-01,18190
278,093c656e-b5fa-b19e-4c38-38a24b44b4f9,2020-02,18842
279,093c656e-b5fa-b19e-4c38-38a24b44b4f9,2020-03,21397
280,09449a97-fa7a-14b0-b4d1-630a3268e92b,2020-01,81681
281,09449a97-fa7a-14b0-b4d1-630a3268e92b,2020-02,59635
282,09449a97-fa7a-14b0-b4d1-630a3268e92b,2020-03,17413
283,094e8d7b-68d6-09ec-6f0c-09a520632407,2020-01,18024
284,094e8d7b-68d6-09ec-6f0c-09a520632407,2020-02,18373
285,094e8d7b-68d6-09ec-6f0c-09a520632407,2020-03,2459
286,0956b326-6af9-e7d5-b619-2485c72b9b25,2020-01,14138
287,0956b326-6af9-e7d5-b619-2485c72b9b25,2020-02,6331
288,0956b326-6af9-e7d5-b619-2485c72b9b25,2020-03,9186
289,095859f7-610a-22d9-84a0-1681277e68dc,2020-01,56711
290,095859f7-610a-22d9-84a0-1681277e68dc,2020-02,23119
291,095859f7-610a-22d9-84a0-1681277e68dc,2020-03,15199
292,09a024d4-31ce-6830-99ce-734e5998e86e,2020-01,4142
293,09a024d4-31ce-6830-99ce-734e5998e86e,2020-02,17730
294,09a024d4-31ce-6830-99ce-734e5998e86e,2020-03,11666
295,09ce689b-f968-7434-ad21-715531ef5d1e,2020-01,24001
296,09ce689b-f968-7434-ad21-715531ef5d1e,2020-02,30963
297,09ce689b-f968-7434-ad21-715531ef5d1e,2020-03,4322
298,09d1a23b-41ed-0ad7-f799-e29648d44935,2020-01,8644
299,09d1a23b-41ed-0ad7-f799-e29648d44935,2020-02,11131
300,09d1a23b-41ed-0ad7-f799-e29648d44935,2020-03,19521
301,09edc0e4-dfb6-a6ec-78a4-c61ca22287fe,2020-01,11668
302,09edc0e4-dfb6-a6ec-78a4-c61ca22287fe,2020-02,27675
303,09edc0e4-dfb6-a6ec-78a4-c61ca22287fe,2020-03,42452
304,0a00792f-1475-161e-0cd7-cea507b008f8,2020-01,18915
305,0a00792f-1475-161e-0cd7-cea507b008f8,2020-02,7733
306,0a00792f-1475-161e-0cd7-cea507b008f8,2020-03,8239
307,0a02da60-749d-4601-df98-377981bd5336,2020-01,10234
308,0a02da60-749d-4601-df98-377981bd5336,2020-02,8722
309,0a02da60-749d-4601-df98-377981bd5336,2020-03,134
310,0a06c083-e848-ca50-1524-7332c4f56173,2020-03,24831
311,0a0bde93-307e-79b4-7740-79fcca49ae99,2020-01,98
312,0a0bde93-307e-79b4-7740-79fcca49ae99,2020-02,150
313,0a0bde93-307e-79b4-7740-79fcca49ae99,2020-03,178
314,0a1ef423-c774-2f6f-73cf-95610dacd533,2020-01,46524
315,0a1ef423-c774-2f6f-73cf-95610dacd533,2020-02,23916
316,0a1ef423-c774-2f6f-73cf-95610dacd533,2020-03,11712
317,0a22b2ce-234e-85fe-3cee-7eb021653fa6,2020-01,14150
318,0a22b2ce-234e-85fe-3cee-7eb021653fa6,2020-02,14144
319,0a22b2ce-234e-85fe-3cee-7eb021653fa6,2020-03,5176
320,0a34886c-802e-aa41-06bc-6b82f5943dda,2020-01,10705
321,0a34886c-802e-aa41-06bc-6b82f5943dda,2020-02,36841
322,0a34886c-802e-aa41-06bc-6b82f5943dda,2020-03,11745
323,0a3c2c6f-ef2d-9a38-e6e4-b8df0b6d9611,2020-01,10524
324,0a3c2c6f-ef2d-9a38-e6e4-b8df0b6d9611,2020-02,9990
325,0a3c2c6f-ef2d-9a38-e6e4-b8df0b6d9611,2020-03,12162
326,0a3db26e-992d-dd24-054f-7963b6e1da18,2020-01,14248
327,0a3db26e-992d-dd24-054f-7963b6e1da18,2020-02,10284
328,0a3db26e-992d-dd24-054f-7963b6e1da18,2020-03,3530
329,0a53381b-2677-39f7-fe90-db0bce796b42,2020-01,26340
330,0a53381b-2677-39f7-fe90-db0bce796b42,2020-02,41515
331,0a53381b-2677-39f7-fe90-db0bce796b42,2020-03,6363
332,0a59f5dc-395a-c924-ad76-e2117f49992c,2020-02,1138
333,0a59f5dc-395a-c924-ad76-e2117f49992c,2020-03,3271
334,0a73a9a9-df49-9c15-238b-c512d13d78bc,2020-02,969
335,0a73a9a9-df49-9c15-238b-c512d13d78bc,2020-03,1378
336,0a964cb9-a62a-24d0-1047-111af5dcd525,2020-01,11695
337,0a964cb9-a62a-24d0-1047-111af5dcd525,2020-02,32614
338,0a964cb9-a62a-24d0-1047-111af5dcd525,2020-03,11589
339,0a97b6f9-aaf5-0770-a208-1bc46f3454e0,2020-01,15491
340,0a97b6f9-aaf5-0770-a208-1bc46f3454e0,2020-02,13648
341,0a97b6f9-aaf5-0770-a208-1bc46f3454e0,2020-03,7258
342,0ad75046-9ea4-246f-0857-cabee086f500,2020-01,4466
343,0ad75046-9ea4-246f-0857-cabee086f500,2020-02,12528
344,0ad75046-9ea4-246f-0857-cabee086f500,2020-03,14244
345,0ae1f4ac-5bd2-5526-6aa6-897a213a6a4a,2020-01,5402
346,0ae1f4ac-5bd2-5526-6aa6-897a213a6a4a,2020-02,1183
347,0ae1f4ac-5bd2-5526-6aa6-897a213a6a4a,2020-03,3810
348,0af3b8f2-1b74-9e30-b2a2-9e5708ff1966,2020-01,29046
349,0af3b8f2-1b74-9e30-b2a2-9e5708ff1966,2020-02,21711
350,0af3b8f2-1b74-9e30-b2a2-9e5708ff1966,2020-03,5224
351,0b0eab3c-2620-5321-bb93-3b849e996246,2020-01,9375
352,0b0eab3c-2620-5321-bb93-3b849e996246,2020-02,17177
353,0b0eab3c-2620-5321-bb93-3b849e996246,2020-03,17003
354,0b11354c-3a9e-0435-0a56-e0661be77a10,2020-01,52912
355,0b11354c-3a9e-0435-0a56-e0661be77a10,2020-02,40929
356,0b11354c-3a9e-0435-0a56-e0661be77a10,2020-03,43084
357,0b3cdb8a-0d10-6bc4-18f9-ae8d505f367e,2020-01,8382
358,0b3cdb8a-0d10-6bc4-18f9-ae8d505f367e,2020-02,21771
359,0b3cdb8a-0d10-6bc4-18f9-ae8d505f367e,2020-03,4119
360,0b5846c8-79e3-2aa0-e223-8f5548e422fd,2020-01,9612
361,0b5846c8-79e3-2aa0-e223-8f5548e422fd,2020-02,10822
362,0b5846c8-79e3-2aa0-e223-8f5548e422fd,2020-03,11001
363,0b652dbd-a7e3-8bc5-4ef9-e157e439d480,2020-01,54019
364,0b652dbd-a7e3-8bc5-4ef9-e157e439d480,2020-02,19553
365,0b652dbd-a7e3-8bc5-4ef9-e157e439d480,2020-03,10905
366,0b6ccca2-c907-af5d-8a8f-08658fc929bd,2020-01,26506
367,0b6ccca2-c907-af5d-8a8f-08658fc929bd,2020-02,35401
368,0b6ccca2-c907-af5d-8a8f-08658fc929bd,2020-03,10663
369,0b96eda5-e737-bad2-d7c6-dbbc77222ef6,2020-01,12686
370,0b96eda5-e737-bad2-d7c6-dbbc77222ef6,2020-02,8439
371,0b96eda5-e737-bad2-d7c6-dbbc77222ef6,2020-03,3531
372,0b9b6968-9aa7-1bee-fdbb-adafa758fa63,2020-02,14320
373,0b9b6968-9aa7-1bee-fdbb-adafa758fa63,2020-03,14281
374,0ba04c24-970a-b251-3c1f-35ebc15b9b39,2020-01,14581
375,0ba04c24-970a-b251-3c1f-35ebc15b9b39,2020-02,18669
376,0ba04c24-970a-b251-3c1f-35ebc15b9b39,2020-03,7780
377,0babd726-0932-43d4-7738-0d2837a5b39e,2020-01,7838
378,0babd726-0932-43d4-7738-0d2837a5b39e,2020-02,29303
379,0babd726-0932-43d4-7738-0d2837a5b39e,2020-03,38351
380,0bd89c73-95c1-b122-4f9e-89ef7bc1ad83,2020-01,11795
381,0bd89c73-95c1-b122-4f9e-89ef7bc1ad83,2020-02,13636
